1993.05.12,0:00,1.537,1.5445,1.529,1.5338,2781,
1993.05.13,0:00,1.5328,1.536,1.518,1.5225,2571,0.0113
1993.05.14,0:00,1.5228,1.5415,1.52,1.5387,2711,0.0162
1993.05.17,0:00,1.5365,1.546,1.5309,1.5355,2921,0.0032
1993.05.18,0:00,1.535,1.538,1.5237,1.5365,2711,0.001
1993.05.19,0:00,1.535,1.5482,1.5328,1.5432,2261,0.0067
1993.05.20,0:00,1.5425,1.5603,1.5383,1.5565,3001,0.0133
1993.05.21,0:00,1.5548,1.5592,1.539,1.5425,2811,0.014
1993.05.24,0:00,1.54,1.545,1.5289,1.5365,2871,0.006
1993.05.25,0:00,1.5385,1.547,1.5345,1.542,2151,0.0055
1993.05.26,0:00,1.542,1.5505,1.541,1.5472,1381,0.0052
1993.05.27,0:00,1.5453,1.565,1.5425,1.562,2831,0.0148
1993.05.28,0:00,1.561,1.568,1.5535,1.5607,2871,0.0013
1993.05.31,0:00,1.5605,1.563,1.556,1.561,1351,0.0003
1993.06.01,0:00,1.5613,1.567,1.546,1.5555,3621,0.0055
1993.06.02,0:00,1.5544,1.556,1.5364,1.54,2481,0.0155
1993.06.03,0:00,1.5403,1.5501,1.537,1.5501,1641,0.0101
1993.06.04,0:00,1.549,1.5505,1.506,1.5085,4851,0.0416
1993.06.07,0:00,1.5063,1.5268,1.506,1.5268,2111,0.0183
1993.06.08,0:00,1.5253,1.5265,1.5135,1.5205,2121,0.0063
1993.06.09,0:00,1.5195,1.527,1.5069,1.5152,3591,0.0053
1993.06.10,0:00,1.5137,1.5325,1.507,1.5305,3421,0.0153
1993.06.11,0:00,1.5293,1.5405,1.5185,1.5215,3621,0.009
1993.06.14,0:00,1.519,1.533,1.519,1.5285,1851,0.007
1993.06.15,0:00,1.5275,1.5355,1.514,1.5165,3201,0.012
1993.06.16,0:00,1.5155,1.52,1.498,1.5062,3471,0.0103
1993.06.17,0:00,1.5055,1.5187,1.4985,1.514,3191,0.0078
1993.06.18,0:00,1.5142,1.517,1.492,1.4975,3331,0.0165
1993.06.21,0:00,1.494,1.498,1.4799,1.4885,3071,0.009
1993.06.22,0:00,1.4883,1.4905,1.474,1.4778,2251,0.0107
1993.06.23,0:00,1.478,1.481,1.467,1.4735,2351,0.0043
1993.06.24,0:00,1.472,1.4761,1.4637,1.469,2181,0.0045
1993.06.25,0:00,1.4683,1.4835,1.467,1.4762,2511,0.0072
1993.06.28,0:00,1.4785,1.4975,1.475,1.4959,2761,0.0197
1993.06.29,0:00,1.4954,1.5155,1.4894,1.5123,3531,0.0164
1993.06.30,0:00,1.512,1.5135,1.4885,1.4908,2881,0.0215
1993.07.01,0:00,1.4898,1.5175,1.4867,1.515,3641,0.0242
1993.07.02,0:00,1.515,1.5255,1.5055,1.507,3201,0.008
1993.07.05,0:00,1.508,1.5145,1.5045,1.5105,1751,0.0035
1993.07.06,0:00,1.5095,1.513,1.5015,1.504,1751,0.0065
1993.07.07,0:00,1.503,1.5077,1.49,1.4955,2791,0.0085
1993.07.08,0:00,1.4942,1.4995,1.489,1.497,1821,0.0015
1993.07.09,0:00,1.495,1.499,1.4765,1.48,3001,0.017
1993.07.12,0:00,1.484,1.4875,1.472,1.479,2601,0.001
1993.07.13,0:00,1.478,1.4995,1.4735,1.497,3301,0.018
1993.07.14,0:00,1.4978,1.5052,1.4885,1.5025,2871,0.0055
1993.07.15,0:00,1.5025,1.5035,1.4845,1.489,2451,0.0135
1993.07.16,0:00,1.4905,1.4915,1.474,1.486,3051,0.003
1993.07.19,0:00,1.4845,1.5018,1.483,1.4995,2261,0.0135
1993.07.20,0:00,1.4975,1.514,1.4955,1.5122,2231,0.0127
1993.07.21,0:00,1.5105,1.522,1.5075,1.516,2351,0.0038
1993.07.22,0:00,1.5151,1.5173,1.502,1.514,2951,0.002
1993.07.23,0:00,1.51,1.513,1.4915,1.5035,3651,0.0105
1993.07.26,0:00,1.504,1.5058,1.494,1.5015,2111,0.002
1993.07.27,0:00,1.5012,1.5022,1.4868,1.4898,1941,0.0117
1993.07.28,0:00,1.488,1.4975,1.4845,1.496,1801,0.0062
1993.07.29,0:00,1.495,1.5015,1.48,1.48,2801,0.016
1993.07.30,0:00,1.4812,1.489,1.475,1.4815,2771,0.0015
1993.08.02,0:00,1.479,1.509,1.4759,1.5013,4391,0.0198
1993.08.03,0:00,1.5012,1.5095,1.494,1.5,2981,0.0013
1993.08.04,0:00,1.5,1.5055,1.4975,1.501,1501,0.001
1993.08.05,0:00,1.5016,1.5047,1.4895,1.4964,2521,0.0046
1993.08.06,0:00,1.4958,1.4995,1.485,1.4979,2691,0.0015
1993.08.09,0:00,1.497,1.499,1.489,1.491,1401,0.0069
1993.08.10,0:00,1.4908,1.4918,1.465,1.4668,2961,0.0242
1993.08.11,0:00,1.4668,1.4795,1.4668,1.4725,1971,0.0057
1993.08.12,0:00,1.4715,1.4782,1.4564,1.465,3711,0.0075
1993.08.13,0:00,1.465,1.4705,1.455,1.459,2501,0.006
1993.08.16,0:00,1.46,1.494,1.4595,1.491,3801,0.032
1993.08.17,0:00,1.4885,1.497,1.4844,1.488,2471,0.003
1993.08.18,0:00,1.4882,1.5183,1.4845,1.515,4081,0.027
1993.08.19,0:00,1.5147,1.5215,1.5,1.5045,3281,0.0105
1993.08.20,0:00,1.5045,1.518,1.4985,1.515,2851,0.0105
1993.08.23,0:00,1.5145,1.519,1.5,1.505,2851,0.01
1993.08.24,0:00,1.505,1.506,1.492,1.4985,2151,0.0065
1993.08.25,0:00,1.4978,1.4995,1.478,1.482,2721,0.0165
1993.08.26,0:00,1.4815,1.5163,1.4805,1.509,4411,0.027
1993.08.27,0:00,1.509,1.5155,1.4959,1.503,3321,0.006
1993.08.30,0:00,1.5038,1.5045,1.4865,1.4937,2591,0.0093
1993.08.31,0:00,1.492,1.5015,1.4847,1.4912,3281,0.0025
1993.09.01,0:00,1.4905,1.509,1.4855,1.5035,3401,0.0123
1993.09.02,0:00,1.5015,1.5082,1.4925,1.5037,2921,0.0002
1993.09.03,0:00,1.5022,1.5323,1.4985,1.53,3981,0.0263
1993.09.06,0:00,1.529,1.538,1.5255,1.5268,2281,0.0032
1993.09.07,0:00,1.5263,1.5465,1.5238,1.5388,3291,0.012
1993.09.08,0:00,1.5378,1.546,1.531,1.5418,2601,0.003
1993.09.09,0:00,1.542,1.558,1.5365,1.5488,3621,0.007
1993.09.10,0:00,1.5485,1.5575,1.5421,1.5525,2681,0.0037
1993.09.13,0:00,1.5485,1.558,1.5405,1.545,3151,0.0075
1993.09.14,0:00,1.5455,1.55,1.5369,1.5445,2521,0.0005
1993.09.15,0:00,1.542,1.557,1.537,1.5485,3351,0.004
1993.09.16,0:00,1.5485,1.552,1.5275,1.531,3151,0.0175
1993.09.17,0:00,1.531,1.538,1.524,1.532,2701,0.001
1993.09.20,0:00,1.53,1.536,1.5255,1.5338,1721,0.0018
1993.09.21,0:00,1.5328,1.5435,1.5005,1.5165,6971,0.0173
1993.09.22,0:00,1.5155,1.5235,1.51,1.5175,2501,0.001
1993.09.23,0:00,1.517,1.5205,1.502,1.5055,2551,0.012
1993.09.24,0:00,1.5052,1.5105,1.4915,1.508,3521,0.0025
1993.09.27,0:00,1.5145,1.5175,1.5095,1.5127,1421,0.0047
1993.09.28,0:00,1.512,1.5195,1.5034,1.513,3121,0.0003
1993.09.29,0:00,1.513,1.5167,1.5089,1.5135,1511,0.0005
1993.09.30,0:00,1.5095,1.5135,1.494,1.495,2451,0.0185
1993.10.01,0:00,1.495,1.5095,1.4885,1.504,3301,0.009
1993.10.04,0:00,1.495,1.5215,1.4933,1.5155,3591,0.0115
1993.10.05,0:00,1.5145,1.526,1.5108,1.5175,2741,0.002
1993.10.06,0:00,1.5161,1.5305,1.5135,1.5245,2561,0.007
1993.10.07,0:00,1.5246,1.5285,1.5195,1.5225,1591,0.002
1993.10.08,0:00,1.522,1.539,1.52,1.534,2601,0.0115
1993.10.11,0:00,1.533,1.5395,1.528,1.5312,2121,0.0028
1993.10.12,0:00,1.5305,1.5372,1.5255,1.532,2191,0.0008
1993.10.13,0:00,1.5315,1.5345,1.5189,1.5219,2161,0.0101
1993.10.14,0:00,1.5214,1.5325,1.5114,1.5155,3631,0.0064
1993.10.15,0:00,1.5145,1.519,1.508,1.5105,1801,0.005
1993.10.18,0:00,1.5075,1.509,1.4835,1.4855,2901,0.025
1993.10.19,0:00,1.487,1.4955,1.4825,1.4882,2481,0.0027
1993.10.20,0:00,1.4875,1.4985,1.4843,1.4938,2211,0.0056
1993.10.21,0:00,1.494,1.4994,1.482,1.484,2481,0.0098
1993.10.22,0:00,1.4835,1.489,1.47,1.472,2651,0.012
1993.10.25,0:00,1.4785,1.492,1.476,1.4787,3181,0.0067
1993.10.26,0:00,1.478,1.486,1.4725,1.4803,2471,0.0016
1993.10.27,0:00,1.48,1.486,1.4765,1.4811,1791,0.0008
1993.10.28,0:00,1.4803,1.498,1.4725,1.489,4231,0.0079
1993.10.29,0:00,1.4888,1.492,1.478,1.478,1721,0.011
1993.11.01,0:00,1.4825,1.487,1.4772,1.4812,1831,0.0032
1993.11.02,0:00,1.4805,1.4865,1.4705,1.4736,2511,0.0076
1993.11.03,0:00,1.4729,1.486,1.4705,1.4835,2041,0.0099
1993.11.04,0:00,1.4835,1.4875,1.477,1.4814,1891,0.0021
1993.11.05,0:00,1.4805,1.4883,1.474,1.482,2711,0.0006
1993.11.08,0:00,1.485,1.4875,1.4789,1.4807,1291,0.0013
1993.11.09,0:00,1.4805,1.485,1.4635,1.4698,3231,0.0109
1993.11.10,0:00,1.4688,1.4805,1.465,1.479,2081,0.0092
1993.11.11,0:00,1.4805,1.482,1.4745,1.4756,1011,0.0034
1993.11.12,0:00,1.4756,1.4981,1.4722,1.492,3541,0.0164
1993.11.15,0:00,1.4918,1.4965,1.4855,1.4872,1741,0.0048
1993.11.16,0:00,1.4868,1.491,1.475,1.4807,2591,0.0065
1993.11.17,0:00,1.4798,1.4845,1.4735,1.479,2121,0.0017
1993.11.18,0:00,1.4778,1.482,1.4725,1.477,1821,0.002
1993.11.19,0:00,1.476,1.48,1.469,1.4735,1951,0.0035
1993.11.22,0:00,1.473,1.4785,1.4693,1.4755,1591,0.002
1993.11.23,0:00,1.4745,1.49,1.471,1.486,2651,0.0105
1993.11.24,0:00,1.4855,1.4955,1.485,1.4875,1901,0.0015
1993.11.25,0:00,1.4875,1.49,1.484,1.489,1051,0.0015
1993.11.26,0:00,1.4879,1.49,1.4738,1.4785,2301,0.0105
1993.11.29,0:00,1.4815,1.491,1.4774,1.4891,1961,0.0106
1993.11.30,0:00,1.4884,1.4912,1.4779,1.4863,2451,0.0028
1993.12.01,0:00,1.4856,1.487,1.4755,1.4785,1591,0.0078
1993.12.02,0:00,1.4775,1.4865,1.4765,1.4835,1401,0.005
1993.12.03,0:00,1.4845,1.4963,1.4805,1.49,2611,0.0065
1993.12.06,0:00,1.4927,1.506,1.491,1.5034,1931,0.0134
1993.12.07,0:00,1.5034,1.5045,1.4902,1.493,1821,0.0104
1993.12.08,0:00,1.4925,1.5005,1.486,1.4928,2871,0.0002
1993.12.09,0:00,1.4931,1.4975,1.49,1.4947,1341,0.0019
1993.12.10,0:00,1.494,1.5015,1.4918,1.495,1841,0.0003
1993.12.13,0:00,1.4935,1.498,1.4885,1.4905,1601,0.0045
1993.12.14,0:00,1.4895,1.493,1.484,1.4885,1701,0.002
1993.12.15,0:00,1.488,1.4902,1.476,1.478,1841,0.0105
1993.12.16,0:00,1.478,1.49,1.478,1.4874,1461,0.0094
1993.12.17,0:00,1.4867,1.493,1.485,1.4874,1531,0
1993.12.20,0:00,1.4875,1.49,1.4833,1.4858,1171,0.0016
1993.12.21,0:00,1.4865,1.4915,1.486,1.4887,881,0.0029
1994.01.03,0:00,1.478,1.485,1.4744,1.4752,1841,0.0135
1994.01.04,0:00,1.4754,1.4877,1.474,1.4858,1701,0.0106
1994.01.05,0:00,1.4858,1.4906,1.481,1.486,1901,0.0002
1994.01.06,0:00,1.4864,1.4902,1.479,1.4812,1721,0.0048
1994.01.07,0:00,1.481,1.496,1.48,1.493,2001,0.0118
1994.01.10,0:00,1.492,1.4985,1.4905,1.4935,1451,0.0005
1994.01.11,0:00,1.4926,1.496,1.4867,1.4905,1651,0.003
1994.01.12,0:00,1.4895,1.5065,1.4895,1.503,2051,0.0125
1994.01.13,0:00,1.5035,1.507,1.4923,1.4963,2221,0.0067
1994.01.14,0:00,1.4953,1.4991,1.4872,1.4928,2131,0.0035
1994.01.17,0:00,1.4882,1.495,1.487,1.4945,971,0.0017
1994.01.18,0:00,1.4935,1.4992,1.4925,1.4957,1121,0.0012
1994.01.19,0:00,1.4943,1.5022,1.489,1.4927,2481,0.003
1994.01.20,0:00,1.4917,1.5025,1.4875,1.497,2471,0.0043
1994.01.21,0:00,1.4965,1.504,1.4905,1.4923,2281,0.0047
1994.01.24,0:00,1.491,1.497,1.4895,1.4938,1221,0.0015
1994.01.25,0:00,1.4935,1.4965,1.4915,1.4957,781,0.0019
1994.01.26,0:00,1.495,1.498,1.4911,1.4952,1361,0.0005
1994.01.27,0:00,1.4945,1.512,1.4909,1.508,2871,0.0128
1994.01.28,0:00,1.507,1.5096,1.494,1.4954,1961,0.0126
1994.01.31,0:00,1.493,1.5083,1.493,1.5074,1621,0.012
1994.02.01,0:00,1.5064,1.5097,1.4975,1.5013,1931,0.0061
1994.02.02,0:00,1.5006,1.502,1.4924,1.4943,1291,0.007
1994.02.03,0:00,1.4937,1.5013,1.4825,1.4867,3061,0.0076
1994.02.04,0:00,1.486,1.4997,1.472,1.4769,4631,0.0098
1994.02.07,0:00,1.474,1.485,1.474,1.4843,1171,0.0074
1994.02.08,0:00,1.4834,1.4885,1.4648,1.4672,3121,0.0171
1994.02.09,0:00,1.4667,1.472,1.457,1.4605,2381,0.0067
1994.02.10,0:00,1.4605,1.465,1.454,1.4633,1921,0.0028
1994.02.11,0:00,1.4626,1.469,1.458,1.4625,2191,0.0008
1994.02.14,0:00,1.464,1.494,1.4625,1.4846,4241,0.0221
1994.02.15,0:00,1.4848,1.4865,1.4692,1.4736,2341,0.011
1994.02.16,0:00,1.4722,1.483,1.4698,1.4764,2221,0.0028
1994.02.17,0:00,1.476,1.4814,1.472,1.4802,1461,0.0038
1994.02.18,0:00,1.4796,1.4852,1.4758,1.482,1641,0.0018
1994.02.21,0:00,1.48,1.483,1.4725,1.4747,1571,0.0073
1994.02.22,0:00,1.4743,1.4815,1.4733,1.4795,1121,0.0048
1994.02.23,0:00,1.479,1.482,1.4733,1.4791,1731,0.0004
1994.02.24,0:00,1.4785,1.4895,1.4717,1.4847,2941,0.0056
1994.02.25,0:00,1.484,1.4943,1.478,1.4886,2801,0.0039
1994.02.28,0:00,1.4885,1.4905,1.4825,1.4858,1331,0.0028
1994.03.01,0:00,1.4847,1.494,1.4826,1.4891,1841,0.0033
1994.03.02,0:00,1.4875,1.5005,1.4844,1.4967,2301,0.0076
1994.03.03,0:00,1.4965,1.4997,1.4905,1.4964,1831,0.0003
1994.03.04,0:00,1.4955,1.4965,1.487,1.4901,1361,0.0063
1994.03.07,0:00,1.489,1.4933,1.4855,1.4901,1451,0
1994.03.08,0:00,1.4893,1.4913,1.485,1.4895,1241,0.0006
1994.03.09,0:00,1.4887,1.498,1.487,1.4976,1311,0.0081
1994.03.10,0:00,1.4968,1.506,1.496,1.5032,1361,0.0056
1994.03.11,0:00,1.503,1.5052,1.495,1.5001,1751,0.0031
1994.03.14,0:00,1.5003,1.5011,1.4926,1.4967,1341,0.0034
1994.03.15,0:00,1.4958,1.4975,1.4886,1.4907,1271,0.006
1994.03.16,0:00,1.4902,1.496,1.4845,1.4943,1891,0.0036
1994.03.17,0:00,1.4933,1.5005,1.4912,1.4936,1831,0.0007
1994.03.18,0:00,1.493,1.496,1.4854,1.4911,1931,0.0025
1994.03.21,0:00,1.489,1.4896,1.4804,1.4896,1781,0.0015
1994.03.22,0:00,1.491,1.4944,1.4829,1.4894,2141,0.0002
1994.03.23,0:00,1.4885,1.499,1.4855,1.4972,1831,0.0078
1994.03.24,0:00,1.4965,1.5,1.4903,1.4965,1941,0.0007
1994.03.25,0:00,1.4935,1.504,1.4935,1.4971,1741,0.0006
1994.03.28,0:00,1.499,1.5,1.494,1.4965,951,0.0006
1994.03.29,0:00,1.4955,1.501,1.4815,1.4839,2741,0.0126
1994.03.30,0:00,1.4823,1.4875,1.4734,1.4805,2641,0.0034
1994.03.31,0:00,1.48,1.4936,1.48,1.484,2321,0.0035
1994.04.01,0:00,1.4835,1.489,1.471,1.4737,2621,0.0103
1994.04.04,0:00,1.4695,1.476,1.464,1.4662,2071,0.0075
1994.04.05,0:00,1.4656,1.471,1.4607,1.4641,1911,0.0021
1994.04.06,0:00,1.4628,1.473,1.4625,1.4681,1571,0.004
1994.04.07,0:00,1.4673,1.474,1.4655,1.4731,1121,0.005
1994.04.08,0:00,1.473,1.4788,1.472,1.4761,1051,0.003
1994.04.11,0:00,1.477,1.4795,1.4675,1.4702,1721,0.0059
1994.04.12,0:00,1.4707,1.4775,1.466,1.4772,1651,0.007
1994.04.13,0:00,1.4758,1.4805,1.4727,1.4765,1491,0.0007
1994.04.14,0:00,1.476,1.4794,1.4723,1.4773,1291,0.0008
1994.04.15,0:00,1.4763,1.477,1.47,1.4716,931,0.0057
1994.04.18,0:00,1.4708,1.4785,1.4676,1.4766,1601,0.005
1994.04.19,0:00,1.4758,1.484,1.4744,1.4816,1341,0.005
1994.04.20,0:00,1.4807,1.4955,1.477,1.4921,2561,0.0105
1994.04.21,0:00,1.4923,1.499,1.4891,1.4922,1971,1E-04
1994.04.22,0:00,1.4919,1.4935,1.4845,1.4886,1471,0.0036
1994.04.25,0:00,1.4885,1.4952,1.4885,1.4917,1021,0.0031
1994.04.26,0:00,1.491,1.5085,1.488,1.505,2701,0.0133
1994.04.27,0:00,1.5055,1.5115,1.5035,1.5052,1571,0.0002
1994.04.28,0:00,1.5046,1.5155,1.5008,1.5136,2041,0.0084
1994.04.29,0:00,1.5143,1.526,1.5074,1.52,3151,0.0064
1994.05.02,0:00,1.516,1.521,1.5123,1.5162,1721,0.0038
1994.05.03,0:00,1.5151,1.516,1.5054,1.5136,1971,0.0026
1994.05.04,0:00,1.5122,1.5147,1.4965,1.5021,2631,0.0115
1994.05.05,0:00,1.5004,1.502,1.4932,1.4992,1641,0.0029
1994.05.06,0:00,1.4986,1.4993,1.489,1.4936,1561,0.0056
1994.05.09,0:00,1.4906,1.499,1.4878,1.498,1501,0.0044
1994.05.10,0:00,1.4973,1.4994,1.4855,1.4888,1931,0.0092
1994.05.11,0:00,1.4882,1.4963,1.485,1.4947,1611,0.0059
1994.05.12,0:00,1.4938,1.5035,1.4925,1.4994,1641,0.0047
1994.05.13,0:00,1.4985,1.5015,1.4954,1.4991,1161,0.0003
1994.05.16,0:00,1.4976,1.5055,1.4953,1.5026,1541,0.0035
1994.05.17,0:00,1.503,1.5088,1.5008,1.5027,1571,1E-04
1994.05.18,0:00,1.5005,1.5115,1.4985,1.5082,1831,0.0055
1994.05.19,0:00,1.5081,1.511,1.505,1.508,1191,0.0002
1994.05.20,0:00,1.507,1.5152,1.503,1.5065,2391,0.0015
1994.05.23,0:00,1.505,1.5116,1.5023,1.5075,1611,0.001
1994.05.24,0:00,1.5063,1.51,1.503,1.506,1371,0.0015
1994.05.25,0:00,1.5051,1.5132,1.5033,1.5097,1521,0.0037
1994.05.26,0:00,1.5089,1.5125,1.507,1.51,991,0.0003
1994.05.27,0:00,1.5097,1.5115,1.5047,1.5108,1251,0.0008
1994.05.30,0:00,1.5102,1.511,1.506,1.5098,961,0.001
1994.05.31,0:00,1.5095,1.5134,1.5065,1.5115,1181,0.0017
1994.06.01,0:00,1.5109,1.5208,1.5095,1.5165,1701,0.005
1994.06.02,0:00,1.5163,1.5202,1.507,1.511,2111,0.0055
1994.06.03,0:00,1.5098,1.511,1.5015,1.5055,1471,0.0055
1994.06.06,0:00,1.504,1.5103,1.502,1.5077,1291,0.0022
1994.06.07,0:00,1.507,1.512,1.5035,1.51,1401,0.0023
1994.06.08,0:00,1.5094,1.5132,1.505,1.511,1481,0.001
1994.06.09,0:00,1.5107,1.5125,1.5055,1.5105,1381,0.0005
1994.06.10,0:00,1.509,1.512,1.5035,1.5095,1651,0.001
1994.06.13,0:00,1.5085,1.5235,1.507,1.522,1951,0.0125
1994.06.14,0:00,1.5217,1.526,1.5162,1.519,1691,0.003
1994.06.15,0:00,1.5165,1.5233,1.5159,1.5215,981,0.0025
1994.06.16,0:00,1.5208,1.5255,1.5185,1.5202,1341,0.0013
1994.06.17,0:00,1.5202,1.538,1.5155,1.5355,2971,0.0153
1994.06.20,0:00,1.5342,1.5424,1.5293,1.538,2241,0.0025
1994.06.21,0:00,1.5374,1.5475,1.5342,1.5415,2251,0.0035
1994.06.22,0:00,1.5417,1.543,1.527,1.5308,2111,0.0107
1994.06.23,0:00,1.529,1.543,1.5275,1.5385,2151,0.0077
1994.06.24,0:00,1.5378,1.5569,1.533,1.553,3261,0.0145
1994.06.27,0:00,1.5537,1.5595,1.5425,1.5451,2541,0.0079
1994.06.28,0:00,1.5442,1.555,1.541,1.5526,1961,0.0075
1994.06.29,0:00,1.5518,1.5574,1.544,1.5459,2091,0.0067
1994.06.30,0:00,1.545,1.5513,1.5335,1.5448,3541,0.0011
1994.07.01,0:00,1.5432,1.5455,1.5296,1.538,2661,0.0068
1994.07.04,0:00,1.5348,1.5429,1.5322,1.5384,1781,0.0004
1994.07.05,0:00,1.5382,1.545,1.5355,1.5437,1351,0.0053
1994.07.06,0:00,1.544,1.5533,1.5398,1.545,2601,0.0013
1994.07.07,0:00,1.5438,1.546,1.534,1.5412,2141,0.0038
1994.07.08,0:00,1.5398,1.5531,1.5366,1.55,2281,0.0088
1994.07.11,0:00,1.555,1.576,1.553,1.5732,2781,0.0232
1994.07.12,0:00,1.5727,1.577,1.5665,1.569,1731,0.0042
1994.07.13,0:00,1.5678,1.5745,1.563,1.564,1921,0.005
1994.07.14,0:00,1.5629,1.5699,1.555,1.5592,2611,0.0048
1994.07.15,0:00,1.56,1.5627,1.5549,1.562,1361,0.0028
1994.07.18,0:00,1.5616,1.5665,1.5595,1.5616,1401,0.0004
1994.07.19,0:00,1.5607,1.5648,1.546,1.5484,2531,0.0132
1994.07.20,0:00,1.5482,1.5525,1.5399,1.547,2401,0.0014
1994.07.21,0:00,1.543,1.5522,1.52,1.5251,4651,0.0219
1994.07.22,0:00,1.5238,1.535,1.521,1.5275,2431,0.0024
1994.07.25,0:00,1.5307,1.538,1.529,1.5308,1791,0.0033
1994.07.26,0:00,1.5305,1.5336,1.5205,1.5247,2041,0.0061
1994.07.27,0:00,1.5244,1.535,1.523,1.5325,1591,0.0078
1994.07.28,0:00,1.532,1.5387,1.5245,1.5277,2411,0.0048
1994.07.29,0:00,1.5282,1.5453,1.524,1.544,2681,0.0163
1994.08.01,0:00,1.5525,1.5535,1.5343,1.5362,2211,0.0078
1994.08.02,0:00,1.536,1.5432,1.5345,1.5357,1711,0.0005
1994.08.03,0:00,1.5345,1.5435,1.5339,1.543,1071,0.0073
1994.08.04,0:00,1.541,1.544,1.533,1.536,1701,0.007
1994.08.05,0:00,1.536,1.547,1.533,1.542,2201,0.006
1994.08.08,0:00,1.5438,1.548,1.5374,1.541,1841,0.001
1994.08.09,0:00,1.54,1.5415,1.5335,1.5394,1541,0.0016
1994.08.10,0:00,1.539,1.5418,1.535,1.5378,1241,0.0016
1994.08.11,0:00,1.536,1.5546,1.5296,1.5465,3951,0.0087
1994.08.12,0:00,1.5465,1.5534,1.543,1.548,1931,0.0015
1994.08.15,0:00,1.5449,1.549,1.5401,1.5424,1531,0.0056
1994.08.16,0:00,1.5415,1.55,1.5262,1.5399,4601,0.0025
1994.08.17,0:00,1.5389,1.5448,1.5345,1.5435,1601,0.0036
1994.08.18,0:00,1.5425,1.5524,1.5378,1.5479,2381,0.0044
1994.08.19,0:00,1.5478,1.5543,1.5439,1.5477,2071,0.0002
1994.08.22,0:00,1.549,1.5587,1.5447,1.557,2001,0.0093
1994.08.23,0:00,1.5563,1.5588,1.5475,1.5562,2251,0.0008
1994.08.24,0:00,1.5553,1.5595,1.5499,1.553,1691,0.0032
1994.08.25,0:00,1.5521,1.5592,1.5457,1.5567,2241,0.0037
1994.08.26,0:00,1.5547,1.5625,1.523,1.5305,5481,0.0262
1994.08.29,0:00,1.5277,1.541,1.5204,1.5361,3281,0.0056
1994.08.30,0:00,1.5349,1.5396,1.5292,1.534,1991,0.0021
1994.08.31,0:00,1.5337,1.5407,1.531,1.5352,1791,0.0012
1994.09.01,0:00,1.5343,1.5498,1.5315,1.5467,2421,0.0115
1994.09.02,0:00,1.5449,1.5526,1.5363,1.5526,2491,0.0059
1994.09.05,0:00,1.5465,1.5535,1.5436,1.5462,1951,0.0064
1994.09.06,0:00,1.5448,1.557,1.5421,1.5517,2291,0.0055
1994.09.07,0:00,1.5504,1.555,1.5412,1.545,2221,0.0067
1994.09.08,0:00,1.544,1.5497,1.5402,1.5445,1851,0.0005
1994.09.09,0:00,1.5437,1.5559,1.5385,1.5538,2471,0.0093
1994.09.12,0:00,1.5516,1.5741,1.5495,1.5699,3091,0.0161
1994.09.13,0:00,1.5686,1.5733,1.5579,1.565,2721,0.0049
1994.09.14,0:00,1.5636,1.5713,1.5621,1.5666,1541,0.0016
1994.09.15,0:00,1.5655,1.5675,1.5599,1.5624,1211,0.0042
1994.09.16,0:00,1.5613,1.5902,1.5607,1.5792,4111,0.0168
1994.09.19,0:00,1.5779,1.5837,1.5634,1.5689,3161,0.0103
1994.09.20,0:00,1.5679,1.5796,1.5622,1.5751,2761,0.0062
1994.09.21,0:00,1.5733,1.581,1.5724,1.579,1151,0.0039
1994.09.22,0:00,1.5778,1.5801,1.5723,1.5753,1311,0.0037
1994.09.23,0:00,1.5743,1.5842,1.5722,1.5787,1961,0.0034
1994.09.26,0:00,1.5766,1.5792,1.5685,1.5735,1831,0.0052
1994.09.27,0:00,1.5723,1.5869,1.57,1.5815,2461,0.008
1994.09.28,0:00,1.5805,1.5839,1.5712,1.5751,2001,0.0064
1994.09.29,0:00,1.5739,1.5835,1.5732,1.5779,1661,0.0028
1994.09.30,0:00,1.5768,1.584,1.5715,1.5777,2411,0.0002
1994.10.03,0:00,1.5766,1.5853,1.5729,1.5791,2231,0.0014
1994.10.04,0:00,1.5782,1.584,1.5764,1.5828,1061,0.0037
1994.10.05,0:00,1.5809,1.5901,1.578,1.5839,2121,0.0011
1994.10.06,0:00,1.5835,1.5937,1.5816,1.592,1571,0.0081
1994.10.07,0:00,1.5908,1.597,1.5831,1.5863,2331,0.0057
1994.10.10,0:00,1.585,1.5899,1.5815,1.5852,1661,0.0011
1994.10.11,0:00,1.5836,1.5868,1.5758,1.5807,1911,0.0045
1994.10.12,0:00,1.5797,1.5847,1.5777,1.5831,1061,0.0024
1994.10.13,0:00,1.5816,1.5938,1.5776,1.5938,2021,0.0107
1994.10.14,0:00,1.5905,1.5978,1.5868,1.5967,1581,0.0029
1994.10.17,0:00,1.591,1.6155,1.591,1.6086,3141,0.0119
1994.10.18,0:00,1.6079,1.6175,1.6047,1.6138,1971,0.0052
1994.10.19,0:00,1.6128,1.6247,1.6099,1.6247,1771,0.0109
1994.10.20,0:00,1.6229,1.634,1.6165,1.631,2691,0.0063
1994.10.21,0:00,1.6296,1.6359,1.622,1.6265,2471,0.0045
1994.10.24,0:00,1.6271,1.6351,1.6246,1.6336,1451,0.0071
1994.10.25,0:00,1.6335,1.642,1.6317,1.6354,1871,0.0018
1994.10.26,0:00,1.6335,1.6408,1.6293,1.6387,1781,0.0033
